customer_id,first_name,last_name,date_of_birth,gender,email_domain,area_code,exchange,subscriber,street_number,street_name,street_type,city,state,zip_code,annual_income,employment_status,employment_length_years,housing_status,customer_since,social_data_share,linked_in_url,twitter_url,facebook_url,youtube_url,youtube_monetized
CUST00013,Leigh,Scott,1979-10-10,Other,outlook.com,47436,0974,5214,62,Wayne turnpike,plains,Melaniehaven,Surrey,M74 1TD,35021.54,Student,19,Council Housing,2017-10-23,1,http://owen.net/,http://davies-davies.org/,https://davies.com/,,1.0
CUST00014,Jasmine,Young,1997-08-14,Male,hotmail.com,17461,9261,5064,1,Green forest,row,North Brettbury,Hampshire,L1W 9HJ,30864.06,Self-Employed,8,Own,2021-01-02,1,http://www.taylor-daly.com/,https://www.benson.com/,,http://fox.com/,0.0
CUST00015,Arthur,Barnett,1988-01-24,Other,hotmail.co.uk,17758,6177,8478,611,Sharon mission,forks,Cookmouth,Breconshire,SS15 5LQ,35148.38,Unemployed,29,Own,2018-01-05,0,https://www.lee.biz/,http://humphreys.net/,,https://www.nixon-king.biz/,1.0
CUST00016,Lee,Morgan,2000-04-10,Female,hotmail.com,19832,0940,8366,52,Webster islands,trail,North Deanburgh,Perth and Kinross,E4 6UZ,43356.07,Employed,4,Rent,2022-12-08,0,https://mitchell.com/,https://www.davies-wright.net/,,https://www.byrne.com/,1.0
CUST00017,Thomas,Martin,1973-10-16,Female,yahoo.com,45107,7159,6136,681,Taylor summit,junction,West Leslie,Dorset,E8J 5QF,39802.07,Employed,34,Own,2019-06-09,1,,,http://www.chapman-foster.co.uk/,,1.0
CUST00018,Keith,Williamson,2002-02-23,Other,yahoo.co.uk,99799,4770,9359,82,Barbara cove,valleys,Grahamhaven,Shetland Islands,B37 8WZ,30840.99,Student,13,Council Housing,2018-02-12,1,https://cooper-russell.co.uk/,http://sheppard.co.uk/,https://wood-moss.org/,http://jackson.com/,
CUST00019,Dylan,Morgan,1986-02-02,Male,yahoo.com,48652,2214,2706,37,Mitchell tunnel,mission,New Shane,West Sussex,ZE35 7NR,31620.23,Self-Employed,24,Own,2023-12-21,0,https://www.roberts.com/,http://naylor-webb.net/,http://miller.info/,http://harding.info/,0.0
CUST00020,Damien,Begum,1987-08-26,Other,gmail.com,85361,9010,7117,808,Gareth highway,meadow,New Jaybury,Inverclyde,DE18 1WX,52028.43,Unemployed,6,Rent,2024-01-18,0,http://thomas-cooper.com/,https://www.pearson-ward.co.uk/,http://thomas.com/,http://jones.info/,1.0
CUST00021,Alan,Harris,1962-05-25,Female,yahoo.com,54868,6527,1544,96,Hollie mills,keys,Thomasstad,Orkney Islands,FY01 5WG,38520.22,Unemployed,12,Rent,2015-12-12,0,http://clarke.co.uk/,https://wells-higgins.com/,https://williams-hamilton.com/,https://brooks-smith.com/,1.0
CUST00022,Richard,Newman,1993-05-17,Female,hotmail.co.uk,81447,1884,5782,114,Watkins stravenue,neck,Hiltonshire,Dorset,N17 8QF,35262.67,Employed,35,Rent,2024-10-17,1,http://www.kerr-taylor.com/,http://wade.com/,https://smith.net/,https://www.stokes.com/,1.0
CUST00023,Jenna,Howarth,1969-11-28,Male,yahoo.com,90010,7102,8815,7,Vincent mission,gateway,North Adam,West Berkshire,WN96 2PY,38803.42,Employed,13,Rent,2020-09-26,0,,,http://www.turner-jones.com/,,
CUST00024,Jean,Brown,1986-03-06,Female,hotmail.co.uk,33950,5060,2165,85,Joe rapids,pass,Knightton,Cleveland,N78 2ZW,43139.44,Employed,6,Council Housing,2017-10-17,0,https://leach.com/,,,,
CUST00025,Jenna,Holt,1994-02-07,Female,hotmail.co.uk,94705,7289,8970,283,Turner neck,pine,Sinclairburgh,Angus,N8F 9UH,30548.92,Employed,11,Council Housing,2019-08-11,0,,https://howarth.com/,http://jones-moore.com/,https://www.davies.com/,0.0
CUST00026,Jacob,Harris,1978-12-28,Female,outlook.com,57473,0165,9380,6,Alan villages,locks,Birchport,Cleveland,M9 5NT,35018.31,Student,35,Rent,2024-08-28,1,https://www.jones.com/,,https://skinner.org/,http://www.davis.net/,
CUST00027,Toby,Hopkins,1965-11-27,Other,yahoo.com,75304,7426,6878,339,Kerry mission,pines,Martinshire,Greater London,L9 2PW,29890.87,Student,14,Own,2022-12-07,0,http://www.jackson.com/,https://www.allan.co.uk/,https://www.smith-harper.com/,,1.0
CUST00028,Rosemary,Ford,1988-04-01,Male,hotmail.com,80170,1286,5243,106,Cameron ford,cliff,New Joshuamouth,North Ayrshire,SO0H 6TJ,50770.72,Student,15,Rent,2024-08-06,1,http://www.heath.com/,,https://atkins.co.uk/,,
CUST00029,Maria,Quinn,1979-11-12,Other,hotmail.com,89268,3342,7518,304,Davies rapids,canyon,East Kateside,Nottinghamshire,DL54 3HE,43559.2,Employed,18,Council Housing,2023-07-25,0,http://www.austin-fisher.com/,https://brooks.info/,https://www.jones.com/,https://moore.com/,0.0
CUST00030,Andrew,Smith,1999-02-28,Other,hotmail.co.uk,42353,8728,7509,977,Thomas place,plaza,Brownhaven,Derry and Londonderry,NN4 8SG,12320.37,Self-Employed,0,Rent,2017-03-27,0,http://www.lucas.com/,,https://hooper-schofield.info/,http://www.richardson-baker.co.uk/,
CUST00031,Francesca,Carter,1965-10-11,Male,yahoo.co.uk,68700,0148,9685,21,Collier mews,fort,West Rachaelfurt,Wiltshire,M7 3QX,51648.23,Unemployed,1,Rent,2021-10-20,0,https://www.grant.com/,http://www.phillips.co.uk/,,http://evans-green.com/,
CUST00032,Louise,Evans,1977-10-10,Male,gmail.com,12678,4661,2646,71,Smith gateway,stravenue,Wrightborough,Angus,G4 6PZ,45696.13,Unemployed,0,Rent,2021-11-17,1,https://crawford-west.co.uk/,,http://gibbs-booth.info/,https://www.morgan-harris.co.uk/,1.0
CUST00033,Abigail,Morgan,1975-11-30,Female,hotmail.com,46519,4342,9113,529,Lynne rue,springs,Morganmouth,Denbighshire,B1 3WW,32547.73,Employed,4,Own,2024-11-28,1,http://dickinson-clements.org/,,http://jones.biz/,,1.0
CUST00034,Graham,Clark,1969-01-21,Other,hotmail.com,57387,3828,7966,3,Ricky terrace,squares,New Timothyside,Norfolk,HG3 1LU,44851.07,Self-Employed,31,Rent,2024-05-24,1,https://gilbert.info/,http://wright.com/,https://www.patel.net/,https://khan.co.uk/,
CUST00035,Shannon,Faulkner,2003-04-30,Other,yahoo.com,74225,6772,8819,4,Freeman throughway,canyon,Kaurchester,Gloucestershire,WA3M 7LQ,24061.88,Self-Employed,15,Own,2016-11-23,0,https://www.kelly.org/,https://richards.com/,http://white.com/,https://robinson.biz/,0.0
CUST00036,Darren,Chambers,2004-01-19,Other,yahoo.com,32536,7590,9297,00,Kayleigh tunnel,villages,Brownburgh,Aberdeen City,AB63 4GL,47480.69,Employed,11,Rent,2017-01-01,1,,,https://patel.com/,,
CUST00037,Lee,Frost,1980-03-16,Male,outlook.com,61103,1361,2753,269,Taylor corners,courts,Port Harry,Moray,IP5P 2JL,22773.56,Employed,0,Rent,2016-11-06,0,http://payne.com/,http://willis-leonard.com/,https://smith.org/,,
CUST00038,Steven,Hill,1960-03-27,Other,hotmail.com,26965,4866,6914,630,Nicholas mews,crescent,Blackburnton,West Sussex,ST2B 2AG,55567.11,Student,14,Own,2023-11-11,0,https://patel.com/,http://www.gough-dixon.com/,https://www.murphy-evans.info/,http://smith.org/,1.0
CUST00039,Frances,Wood,1974-12-17,Male,outlook.com,00307,9518,0534,493,Chan park,trail,Lake Janice,South Yorkshire,B60 8QA,37403.14,Self-Employed,37,Council Housing,2021-02-11,0,http://wood.com/,https://page.com/,,http://www.bartlett.biz/,
CUST00040,Beth,Bowen,1990-08-13,Female,outlook.com,91826,4313,7474,1,Joyce hollow,views,East Tobyberg,East Sussex,EH5P 4LG,34404.84,Student,5,Council Housing,2015-12-12,1,,https://morris.com/,http://www.burke.com/,,0.0
CUST00041,Joe,West,1984-09-30,Male,outlook.com,99410,7066,7687,1,Cooper manor,flats,Lake Paige,Cambridgeshire,TN57 5YW,48172.07,Unemployed,36,Rent,2020-11-20,1,https://payne.com/,http://mann.net/,,,
CUST00042,Sarah,Perkins,1975-04-04,Male,yahoo.com,33480,9293,0593,5,Brandon circle,brooks,New Geraldine,Kent,N1 6YE,35886.36,Employed,5,Council Housing,2021-02-21,0,https://simpson.biz/,https://goddard.org/,https://www.fox.com/,http://www.metcalfe.org/,
CUST00043,Ryan,Clayton,1981-01-26,Other,hotmail.co.uk,91725,4100,2710,05,Watson cliffs,junctions,South Shaun,Tyrone,E5 0SG,49323.04,Self-Employed,25,Rent,2022-10-21,0,http://www.fry.biz/,https://smith-parker.org/,https://www.evans.com/,,
CUST00044,Billy,West,2001-12-14,Other,hotmail.co.uk,31032,6527,6938,6,Morgan spur,way,Allenbury,City of Edinburgh,BT6 8YW,18914.14,Self-Employed,12,Own,2025-02-20,0,http://www.lord-robinson.com/,http://www.davison.biz/,http://www.smith.com/,http://simmons.info/,1.0
CUST00045,James,Fitzgerald,2001-10-25,Other,hotmail.co.uk,16229,9702,5444,13,Clifford summit,mills,Maxchester,North Lanarkshire,CA3R 6UW,31162.08,Self-Employed,12,Rent,2021-10-11,1,http://www.kemp.biz/,http://www.oconnor.com/,,,1.0
CUST00046,Frederick,Rhodes,1962-11-09,Female,hotmail.com,45786,4140,2290,4,Edwards station,row,Maryfurt,Glamorgan,EN37 8ZR,28409.26,Student,17,Rent,2025-05-11,0,http://www.watkins.net/,https://griffiths.co.uk/,https://lynch-watson.co.uk/,https://www.weston.com/,
CUST00047,Grace,Ahmed,1981-03-01,Male,outlook.com,07446,2417,9471,09,Megan fields,parkway,Port Gailfurt,East Renfrewshire,KA0 2HP,24975.08,Employed,18,Own,2022-05-18,1,,https://www.taylor-gardner.com/,https://scott.info/,https://www.allen.info/,1.0
CUST00048,Craig,Clarke,1988-12-05,Male,outlook.com,66760,2168,5753,6,Julian fork,stream,East Daniel,Moray,G1F 6LX,20390.7,Employed,12,Rent,2016-03-29,1,http://www.lee.info/,https://www.smith.co.uk/,http://adams-adams.com/,http://lewis.com/,0.0
CUST00049,Lawrence,Clark,1966-08-25,Male,yahoo.co.uk,93483,1972,4556,110,Ashley shore,rue,West Sarah,Aberdeen City,M1F 2ER,38551.89,Student,22,Rent,2022-03-24,0,,,,https://marshall-jones.biz/,
CUST00050,Francesca,Shah,1970-10-07,Female,gmail.com,02169,7014,6289,0,Leanne vista,mountains,Taylorland,Dumfries and Galloway,EC5 0WJ,33073.28,Student,32,Own,2024-10-12,1,https://ferguson.org/,,https://www.williams-iqbal.info/,http://www.ali-randall.com/,0.0
CUST00051,George,James,2001-07-17,Other,outlook.com,88375,0554,1637,5,Elizabeth cape,roads,Port Barbaramouth,South Lanarkshire,G7A 8SY,28336.57,Unemployed,23,Rent,2023-08-19,1,http://www.sharp.org/,https://robinson-chadwick.com/,https://coates-price.com/,http://harrison.net/,0.0
CUST00052,Terry,Ellis,1997-02-01,Other,outlook.com,33945,6081,8057,9,Eileen points,loaf,New Bethan,Warwickshire,SG0P 6PX,9758.0,Employed,33,Council Housing,2016-05-01,1,http://houghton.com/,https://www.robson.co.uk/,,http://www.newman.biz/,0.0
CUST00053,Simon,Rowe,1997-04-17,Other,hotmail.com,29405,5832,5439,780,Aimee key,mission,Lake Jayne,Perth and Kinross,B56 6LX,52937.87,Employed,37,Council Housing,2020-03-24,0,http://roberts.co.uk/,http://reeves.net/,,,
CUST00054,Eleanor,Bailey,1963-11-15,Female,yahoo.com,61386,3466,5814,491,Miller mill,light,Fullertown,City of Edinburgh,L26 2NQ,41924.87,Unemployed,39,Rent,2015-08-10,1,http://www.burgess.biz/,http://morris.com/,,http://barton.org/,
CUST00055,Howard,Chamberlain,1971-10-04,Other,outlook.com,87814,3577,3645,5,Hall knolls,trail,Hollyside,Gloucestershire,E42 4DD,32863.72,Student,15,Own,2015-09-25,1,,http://kelly.net/,https://www.gilbert-norman.org/,https://www.knight-green.com/,
CUST00056,Stephanie,Boyle,1975-09-03,Female,hotmail.co.uk,82722,3856,6591,463,Ingram ways,key,Jamestown,East Ayrshire,W23 8LH,18098.42,Student,38,Own,2017-12-21,1,http://www.foster-warren.co.uk/,http://atkinson-jones.info/,https://www.wade.com/,http://www.johnson.org/,
CUST00057,Sean,Hartley,1976-12-28,Female,yahoo.com,99041,2579,1279,088,Colin orchard,shoals,New Sheila,Bedfordshire,SA6V 5BW,25055.14,Self-Employed,22,Council Housing,2022-09-18,1,,http://dodd-nelson.org/,http://smith.com/,,1.0
CUST00058,Glen,Anderson,1996-06-01,Female,yahoo.co.uk,30098,8695,4956,213,Gill estates,courts,New Joanne,Flintshire,B2G 1FU,27401.07,Student,17,Own,2022-10-28,1,http://www.morton-francis.com/,https://lynch.com/,http://boyle-baker.net/,,1.0
CUST00059,Mitchell,Chamberlain,2000-03-19,Other,hotmail.co.uk,92053,4895,8184,18,Hawkins via,underpass,Annettemouth,Pembrokeshire,W3U 7TY,27784.47,Employed,26,Rent,2015-11-18,0,https://www.townsend-parkinson.com/,http://nolan-lewis.com/,https://www.green-davies.com/,http://www.sinclair-lloyd.org/,
CUST00060,Max,Akhtar,1972-05-10,Male,yahoo.co.uk,33433,5957,0856,271,Saunders branch,bridge,South Kimberley,Essex,HX9 2XL,46716.48,Self-Employed,15,Own,2019-06-14,0,,https://ward.biz/,https://white-gardner.com/,http://www.dixon.biz/,0.0
CUST00061,Dominic,Lane,1969-08-05,Male,yahoo.co.uk,26728,7175,8245,87,Ball light,ridges,Gillianberg,Lincolnshire,TS5P 1DG,46170.49,Self-Employed,12,Council Housing,2021-04-06,0,http://lambert-ellis.org/,https://porter-singh.org/,https://akhtar.com/,,0.0
CUST00062,Damian,Adams,1964-11-12,Other,yahoo.com,61117,4722,2997,968,Walker orchard,plains,Port Craig,Aberdeen City,HX6 2NA,46550.03,Self-Employed,27,Own,2015-06-02,1,,http://jones-bailey.info/,,https://miller.org/,0.0
CUST00063,Dale,Roberts,1996-09-20,Female,hotmail.com,68663,1224,2144,7,Donald course,drive,South Charliemouth,Cardiganshire,TN7 7BP,48987.14,Employed,12,Own,2016-10-12,1,http://www.russell-hammond.info/,,http://www.warren-finch.com/,http://smith-turner.com/,1.0
CUST00064,Kelly,Newman,1965-10-23,Female,hotmail.co.uk,76452,5024,7195,005,Rita plain,turnpike,East Hollybury,West Yorkshire,N7T 0RQ,28490.01,Unemployed,13,Own,2017-09-16,1,https://www.cole-moore.net/,https://www.birch.com/,http://www.nash.com/,https://www.lowe.org/,1.0
CUST00065,Julie,Russell,1975-09-01,Female,hotmail.com,86387,0317,1037,7,Rebecca point,summit,Fullerton,Orkney Islands,NG0 4DH,53440.24,Student,11,Own,2024-04-02,1,http://www.wilson.co.uk/,,http://www.morris.co.uk/,https://king.com/,1.0
CUST00066,Georgina,Alexander,1982-05-20,Male,outlook.com,89755,7600,8899,1,Kelly knolls,drives,West Claire,Midlothian,L44 9RY,44828.66,Employed,37,Rent,2019-02-12,0,http://lord-mason.org/,http://elliott.biz/,,http://www.godfrey-warren.biz/,1.0
CUST00067,Trevor,Taylor,1974-11-05,Other,outlook.com,60480,1364,6227,376,Chelsea ridges,street,East Steven,Surrey,HG91 6SQ,36374.97,Student,2,Council Housing,2021-05-05,0,http://wright-jennings.com/,,http://fuller.info/,http://www.richardson.com/,1.0
CUST00068,Nathan,Cox,1975-12-15,Male,hotmail.co.uk,40514,6980,1046,6,Guy oval,way,East Joehaven,Angus,B0D 5UR,42703.37,Employed,37,Rent,2018-02-01,1,http://parsons.net/,,https://www.smith.com/,https://www.cook.co.uk/,
CUST00069,Ashley,Nicholson,1985-06-04,Female,hotmail.co.uk,63926,2925,2312,0,Butler ridge,fort,East Joyce,Cheshire,BT7 8ZU,31756.79,Self-Employed,7,Own,2021-10-11,1,http://jones-obrien.com/,,,,1.0
CUST00070,Ryan,Hanson,1960-06-09,Male,hotmail.com,33312,9988,0347,44,Thompson hill,ridge,Lake Georgiaberg,Argyll and Bute,LD1Y 2YX,23001.26,Unemployed,33,Rent,2017-09-19,0,https://price-carpenter.org/,http://smith.co.uk/,,,
CUST00071,Ben,Edwards,1967-10-28,Female,gmail.com,75186,0644,0973,9,Price mills,common,East Lorraineview,Perth and Kinross,NW3A 2BQ,61323.23,Student,13,Rent,2016-01-16,1,http://www.whitehead.com/,http://www.turner-wade.com/,http://jackson.com/,https://perry-reed.net/,0.0
CUST00072,Gary,Harris,1968-07-28,Female,gmail.com,58683,9952,7139,60,Stone valley,route,North Ruth,Northamptonshire,GL4B 4WX,31688.58,Student,14,Council Housing,2020-12-04,1,http://www.ross.com/,,http://www.lee-woodward.info/,,1.0
CUST00073,Elaine,Roberts,2003-05-09,Other,yahoo.com,27857,2405,7357,38,Jarvis landing,tunnel,Port Reeceland,Aberdeen City,B7J 3PU,30659.31,Unemployed,31,Rent,2024-04-28,1,https://moran.net/,,,http://www.sims.com/,1.0
CUST00074,Christopher,Kemp,1962-05-31,Other,outlook.com,57018,4224,3214,587,Callum burgs,mountains,North Jacquelineton,East Sussex,IV29 9QN,30354.49,Student,32,Own,2021-01-26,1,http://www.swift-green.info/,http://richardson-ellis.info/,https://www.wilkins.com/,,
CUST00075,Julie,Gilbert,1981-11-23,Female,hotmail.com,70171,8148,9669,83,Cheryl skyway,club,Clarkmouth,Wiltshire,E7C 6DZ,35418.71,Employed,26,Rent,2017-04-07,1,https://berry-long.com/,http://www.benson.net/,https://whitehead.com/,https://edwards-austin.com/,
CUST00076,Carole,Bailey,1994-02-24,Female,yahoo.co.uk,40580,8327,7621,6,Lawrence square,rapids,Johnsonmouth,East Dunbartonshire,NR76 3GS,33588.82,Employed,0,Own,2015-07-18,1,https://www.knight.com/,,http://www.jones.com/,http://lewis-norris.org/,
CUST00077,Craig,Smith,2002-05-02,Female,outlook.com,89490,0949,8144,9,White glens,bridge,New Cliveshire,Lancashire,LD5E 3UG,24524.2,Unemployed,30,Rent,2024-05-22,1,http://morgan.com/,,https://smith-williams.co.uk/,http://www.hunter.com/,1.0
CUST00078,Lee,Thompson,1986-07-20,Other,yahoo.co.uk,78366,5694,5800,0,Gibson cove,spur,Parsonsport,Staffordshire,B09 0ZH,42757.42,Employed,38,Rent,2017-06-27,0,http://www.clarke.org/,http://www.gallagher.com/,,https://marshall-king.com/,1.0
CUST00079,Douglas,Wade,1964-06-14,Female,hotmail.com,66504,3917,4256,087,Williams vista,stream,New Erictown,Radnorshire,TW7B 5NR,13406.82,Student,17,Own,2016-05-09,1,http://davis.com/,http://www.thomas.biz/,http://cunningham-parkinson.com/,http://www.payne.com/,
CUST00080,Wendy,McCarthy,1996-03-14,Male,outlook.com,78700,0270,1117,931,Rachel junction,valleys,Duncanshire,Falkirk,N30 5DE,34180.46,Unemployed,15,Own,2020-01-28,1,http://booth.com/,https://www.thomas.org/,https://www.shaw.com/,http://www.goddard.com/,
CUST00081,Helen,Faulkner,1991-10-23,Male,outlook.com,32487,3318,2200,543,Smith ridges,valley,Thomaston,Eilean Siar,G07 1JT,23210.14,Unemployed,38,Own,2025-04-12,1,https://morris.com/,http://gibson.biz/,,http://ford.info/,0.0
CUST00082,Alexander,Ball,1969-04-12,Male,yahoo.com,26527,6253,7740,633,Williams forges,ramp,New Christopher,Cardiganshire,B7 6WR,41338.75,Unemployed,11,Council Housing,2023-07-28,1,,http://smith-doherty.com/,https://www.evans.co.uk/,http://www.king-wade.info/,
CUST00083,Alexandra,Morris,1961-01-28,Male,yahoo.co.uk,26257,9508,3253,179,Eric islands,knoll,Stephaniechester,Tyne and Wear,E5 7UW,46595.79,Student,28,Council Housing,2024-05-17,1,,,http://kent.info/,,0.0
CUST00084,Jasmine,Chan,1963-11-19,Other,yahoo.com,11624,2756,9887,49,Stewart extension,turnpike,Julianfort,Montgomeryshire,TD0 5NT,22219.51,Unemployed,33,Rent,2018-03-31,0,http://simpson.co.uk/,http://www.clark.org/,http://charlton-martin.com/,https://patel.com/,0.0
CUST00085,Eleanor,Atkins,1961-02-10,Other,yahoo.co.uk,27520,8140,3018,18,Chamberlain island,rapids,Lake Rebeccafurt,Kent,WF6N 5AN,32459.6,Self-Employed,27,Own,2021-04-14,0,,https://cameron-nicholson.info/,https://obrien-wood.biz/,https://www.anderson.net/,
CUST00086,Albert,Collins,1999-08-12,Male,yahoo.co.uk,06462,8730,7195,796,Johnson mountains,square,West Sallyshire,Cambridgeshire,CW9 2PT,65342.81,Self-Employed,29,Council Housing,2017-09-20,0,https://www.sharpe.co.uk/,https://www.harris-dawson.com/,http://www.anderson.net/,https://roberts.com/,0.0
CUST00087,Lewis,Wilkinson,1983-05-06,Female,yahoo.com,28457,1671,0132,234,Rhys curve,common,Marshallville,Dorset,W6 3EB,21960.87,Student,25,Own,2024-02-25,1,http://walker.com/,https://www.gill.com/,http://www.parsons.com/,,1.0
CUST00088,Rosemary,Godfrey,1970-05-05,Other,hotmail.co.uk,89119,2712,5480,5,Clark haven,motorway,Joycemouth,Oxfordshire,S4W 3DU,9175.55,Employed,27,Rent,2021-09-01,1,http://www.hughes.co.uk/,http://www.byrne.org/,http://www.evans.com/,http://barnes.info/,
CUST00089,Ricky,Miller,1999-01-06,Female,hotmail.co.uk,65796,0170,4778,85,Ryan meadows,crest,Powerfurt,Aberdeen City,BD02 2US,40338.0,Self-Employed,19,Council Housing,2017-09-14,1,https://miller-pearce.info/,https://davis.info/,https://potter-day.com/,,0.0
CUST00090,Scott,Smart,1983-02-27,Female,outlook.com,56165,0850,5917,3,Hughes valleys,track,Mohammedport,Monmouthshire,DH71 4LB,48841.92,Unemployed,22,Council Housing,2020-06-22,1,,https://www.reid.com/,https://sullivan.info/,https://www.coles-riley.com/,1.0
CUST00091,Leanne,Roberts,1988-11-16,Other,outlook.com,36649,6908,4249,6,Geoffrey drive,fields,East Dylanmouth,Dumfries and Galloway,S6S 3GL,23743.73,Student,36,Rent,2017-09-26,1,http://slater-noble.com/,,https://www.taylor.com/,,
CUST00092,Mandy,Jordan,1963-09-29,Other,yahoo.co.uk,16231,9636,1586,34,Linda mountains,stravenue,Mohammadtown,Shetland Islands,B0T 4XR,43041.47,Student,9,Rent,2020-09-04,0,https://www.taylor.biz/,,,,1.0
CUST00093,Conor,Hodgson,1975-06-10,Male,hotmail.com,27560,9857,3829,657,Wong dale,green,Lake Jenna,Wiltshire,DH1 5GR,43539.97,Self-Employed,1,Rent,2021-11-01,0,http://www.preston.org/,http://www.ryan-harrison.com/,,http://mahmood.com/,
CUST00094,Ronald,May,1967-05-27,Other,gmail.com,77133,2044,6694,1,Lee isle,freeway,Walkerton,Bedfordshire,MK9 4RQ,42561.86,Unemployed,1,Rent,2017-08-31,0,http://www.thompson-hughes.com/,https://www.stephens.biz/,http://webster.info/,https://bird-hawkins.org/,0.0
CUST00095,Arthur,Lewis,1989-01-26,Male,yahoo.com,72870,7587,9390,926,Louis trafficway,parks,West Richardport,West Lothian,CM6N 5FA,53017.83,Unemployed,4,Council Housing,2016-10-17,1,,https://johnson-phillips.co.uk/,http://lynch.com/,,
CUST00096,Shirley,Clarke,1962-09-24,Male,outlook.com,50189,2147,9961,59,Tracy roads,meadow,North Sallymouth,Argyll and Bute,DT2R 4TS,44392.58,Self-Employed,1,Rent,2016-10-06,0,https://robinson.com/,http://pearce-walton.com/,http://green-benson.org/,https://grant-read.com/,
CUST00097,Geoffrey,Cox,1990-11-30,Male,yahoo.com,60164,6800,4122,3,Andrew square,field,East Hayleyberg,South Ayrshire,S83 4TF,12399.65,Student,14,Own,2023-06-25,1,https://www.thompson.info/,https://taylor.com/,http://burke.com/,https://pratt-wright.net/,
CUST00098,Gregory,Sims,1986-08-13,Other,yahoo.co.uk,30806,2437,7293,17,Kyle flats,estate,Spencerchester,Dundee City,EC3 0QL,33933.05,Self-Employed,19,Own,2021-06-28,1,,,http://www.higgins.org/,http://www.wilson.com/,
